,Country,IdYear,NACE,IA_Adoption,GDPCap,Educ_Rate,Unemp_Rate,ISCO_08,Share_Occupation,Share_Sector
0,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC1,0.06953597848016141,0.16842224487484425
1,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC2,0.11324815063887021,0.16842224487484425
2,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC3,0.19663752521856084,0.16842224487484425
3,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC4,0.08406186953597848,0.16842224487484425
4,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC5,0.0531271015467384,0.16842224487484425
5,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC6,0.004572965702757229,0.16842224487484425
6,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC7,0.2835238735709482,0.16842224487484425
7,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC8,0.0988567585743107,0.16842224487484425
8,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC9,0.09643577673167451,0.16842224487484425
9,Austria,23,C,0.05520297674418604,45510.0,0.38791161277108976,0.051,OC0,0.0,0.16842224487484425
10,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC1,0.13533834586466167,0.006025597462906331
11,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC2,0.15789473684210528,0.006025597462906331
12,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC3,0.3609022556390978,0.006025597462906331
13,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC4,0.15789473684210528,0.006025597462906331
14,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC5,0.0,0.006025597462906331
15,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC6,0.0,0.006025597462906331
16,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC7,0.1879699248120301,0.006025597462906331
17,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC8,0.0,0.006025597462906331
18,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC9,0.0,0.006025597462906331
19,Austria,23,D,0.12675350000000002,45510.0,0.38791161277108976,0.051,OC0,0.0,0.006025597462906331
20,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC1,0.0,0.004145429833503227
21,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC2,0.0,0.004145429833503227
22,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC3,0.19672131147540986,0.004145429833503227
23,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC4,0.18032786885245902,0.004145429833503227
24,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC5,0.0,0.004145429833503227
25,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC6,0.0,0.004145429833503227
26,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC7,0.0,0.004145429833503227
27,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC8,0.26229508196721313,0.004145429833503227
28,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC9,0.36065573770491804,0.004145429833503227
29,Austria,23,E,0.014525,45510.0,0.38791161277108976,0.051,OC0,0.0,0.004145429833503227
30,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC1,0.03924376969349756,0.07908030354513536
31,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC2,0.046405041535376675,0.07908030354513536
32,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC3,0.1962188484674878,0.07908030354513536
33,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC4,0.07906044113434546,0.07908030354513536
34,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC5,0.014895445431108564,0.07908030354513536
35,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC6,0.0,0.07908030354513536
36,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC7,0.4941277570896591,0.07908030354513536
37,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC8,0.05843597822973359,0.07908030354513536
38,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC9,0.07161271841879117,0.07908030354513536
39,Austria,23,F,0.010688,45510.0,0.38791161277108976,0.051,OC0,0.0,0.07908030354513536
40,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC1,0.06321473951715374,0.14262090837014385
41,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC2,0.06623252858958069,0.14262090837014385
42,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC3,0.14135959339263024,0.14262090837014385
43,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC4,0.09879288437102923,0.14262090837014385
44,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC5,0.4170902160101652,0.14262090837014385
45,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC6,0.006035578144853875,0.14262090837014385
46,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC7,0.10848157560355781,0.14262090837014385
47,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC8,0.035260482846251585,0.14262090837014385
48,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC9,0.06353240152477764,0.14262090837014385
49,Austria,23,G,0.030138636363636364,45510.0,0.38791161277108976,0.051,OC0,0.0,0.14262090837014385
50,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC1,0.04817586529466791,0.04843130592366067
51,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC2,0.057998129092609915,0.04843130592366067
52,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC3,0.11459307764265668,0.04843130592366067
53,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC4,0.20533208606173992,0.04843130592366067
54,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC5,0.060336763330215155,0.04843130592366067
55,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC6,0.0,0.04843130592366067
56,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC7,0.043030869971936385,0.04843130592366067
57,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC8,0.4036482694106641,0.04843130592366067
58,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC9,0.06688493919550982,0.04843130592366067
59,Austria,23,H,0.02078,45510.0,0.38791161277108976,0.051,OC0,0.0,0.04843130592366067
60,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC1,0.10271646859083193,0.05336957752859893
61,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC2,0.014431239388794568,0.05336957752859893
62,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC3,0.05220713073005095,0.05336957752859893
63,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC4,0.06281833616298813,0.05336957752859893
64,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC5,0.565365025466893,0.05336957752859893
65,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC6,0.0,0.05336957752859893
66,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC7,0.02079796264855688,0.05336957752859893
67,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC8,0.0,0.05336957752859893
68,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC9,0.18166383701188457,0.05336957752859893
69,Austria,23,I,0.0196238,45510.0,0.38791161277108976,0.051,OC0,0.0,0.05336957752859893
70,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC1,0.12306701030927837,0.035156869407633934
71,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC2,0.6043814432989691,0.035156869407633934
72,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC3,0.18750000000000003,0.035156869407633934
73,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC4,0.054123711340206195,0.035156869407633934
74,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC5,0.030927835051546393,0.035156869407633934
75,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC6,0.0,0.035156869407633934
76,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC7,0.0,0.035156869407633934
77,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC8,0.0,0.035156869407633934
78,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC9,0.0,0.035156869407633934
79,Austria,23,J,0.1247925,45510.0,0.38791161277108976,0.051,OC0,0.0,0.035156869407633934
80,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC1,0.0,0.007588628383735418
81,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC2,0.0,0.007588628383735418
82,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC3,0.6477611940298508,0.007588628383735418
83,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC4,0.1701492537313433,0.007588628383735418
84,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC5,0.18208955223880596,0.007588628383735418
85,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC6,0.0,0.007588628383735418
86,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC7,0.0,0.007588628383735418
87,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC8,0.0,0.007588628383735418
88,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC9,0.0,0.007588628383735418
89,Austria,23,L,0.03340666666666663,45510.0,0.38791161277108976,0.051,OC0,0.0,0.007588628383735418
90,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC1,0.0478384124734231,0.06392569939970551
91,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC2,0.46279234585400425,0.06392569939970551
92,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC3,0.28773919206236714,0.06392569939970551
93,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC4,0.11020552799433027,0.06392569939970551
94,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC5,0.03579021970233877,0.06392569939970551
95,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC6,0.0,0.06392569939970551
96,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC7,0.0407512402551382,0.06392569939970551
97,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC8,0.0,0.06392569939970551
98,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC9,0.0148830616583983,0.06392569939970551
99,Austria,23,M,0.07017041666666667,45510.0,0.38791161277108976,0.051,OC0,0.0,0.06392569939970551
100,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC1,0.05197244834063871,0.036176237399478985
101,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC2,0.06512210394489669,0.036176237399478985
102,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC3,0.10770194113963683,0.036176237399478985
103,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC4,0.11584220413274891,0.036176237399478985
104,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC5,0.18472135253600502,0.036176237399478985
105,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC6,0.05948653725735755,0.036176237399478985
106,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC7,0.05886036318096431,0.036176237399478985
107,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC8,0.021916092673763307,0.036176237399478985
108,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC9,0.33437695679398877,0.036176237399478985
109,Austria,23,N,0.024059,45510.0,0.38791161277108976,0.051,OC0,0.0,0.036176237399478985
110,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC1,0.06899476883924785,0.1600009048545446
111,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC2,0.12441679626749612,0.1600009048545446
112,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC3,0.20528771384136857,0.1600009048545446
113,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC4,0.08482963381874735,0.1600009048545446
114,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC5,0.0449597059239361,0.1600009048545446
115,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC6,0.0,0.1600009048545446
116,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC7,0.26608228474480417,0.1600009048545446
117,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC8,0.10787501767284038,0.1600009048545446
118,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC9,0.09755407889155945,0.1600009048545446
119,Austria,24,C,0.09496465,44740.0,0.39439375668357946,0.052000000000000005,OC0,0.0,0.1600009048545446
120,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC1,0.0,0.005406505904175903
121,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC2,0.28451882845188287,0.005406505904175903
122,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC3,0.3179916317991632,0.005406505904175903
123,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC4,0.13807531380753138,0.005406505904175903
124,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC5,0.0,0.005406505904175903
125,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC6,0.0,0.005406505904175903
126,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC7,0.2594142259414226,0.005406505904175903
127,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC8,0.0,0.005406505904175903
128,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC9,0.0,0.005406505904175903
129,Austria,24,D,0.08485899999999995,44740.0,0.39439375668357946,0.052000000000000005,OC0,0.0,0.005406505904175903
130,Austria,24,E,0.08442649999999995,44740.0,0.39439375668357946,0.052000000000000005,OC1,0.0,0.0033479618151382165
131,Austria,24,E,0.08442649999999995,44740.0,0.39439375668357946,0.052000000000000005,OC2,0.0,0.0033479618151382165
132,Austria,24,E,0.08442649999999995,44740.0,0.39439375668357946,0.052000000000000005,OC3,0.28378378378378377,0.0033479618151382165
133,Austria,24,E,0.08442649999999995,44740.0,0.39439375668357946,0.052000000000000005,OC4,0.0,0.0033479618151382165
134,Austria,24,E,0.08442649999999995,44740.0,0.39439375668357946,0.052000000000000005,OC5,0.0,0.0033479618151382165
